,author,developer_reply,review,review_date,reviewer_ratings,star
0,무뭄.,," 다른 것 다 좋은데 몇 가지 요청사항이 있어 글 씁니다. 1. 스토리에 사진 올릴 때 어째서 확대, 축소가 안 되는 거죠? 다른 지인들도 다 되고 심지어 전 계정에서도 됐는데 이 계정이 이상한 건지 뭔지 안 되네요 이거 때문에 너무너무 불편합니다 2. 스토리에 질문 스티커를 이용해서 게시를 하면 페북 친구가 되어있는 사람들이 답변을 남기는데 이 답변이 전에는 조회한 사람 위에 떴었거든요 근데 지금은 안 되네요 알림창에만 뜨고 스토리를 들어가도 뜨지를 않아요 그래서 공유도 못 하게 되었습니다 진짜 불편해 미치겠어요 이 두 가지만 잘해...전체 리뷰다른 것 다 좋은데 몇 가지 요청사항이 있어 글 씁니다. 1. 스토리에 사진 올릴 때 어째서 확대, 축소가 안 되는 거죠? 다른 지인들도 다 되고 심지어 전 계정에서도 됐는데 이 계정이 이상한 건지 뭔지 안 되네요 이거 때문에 너무너무 불편합니다 2. 스토리에 질문 스티커를 이용해서 게시를 하면 페북 친구가 되어있는 사람들이 답변을 남기는데 이 답변이 전에는 조회한 사람 위에 떴었거든요 근데 지금은 안 되네요 알림창에만 뜨고 스토리를 들어가도 뜨지를 않아요 그래서 공유도 못 하게 되었습니다 진짜 불편해 미치겠어요 이 두 가지만 잘해주신다면 정말 편리하게 쓸 수 있을 것 같습니다",2021년 2월 24일,30,별표 5개 만점에 3개를 받았습니다.
1,INNI이니,, 여태까지 페이스북 잘 사용하고 있는 유저였는데 설정에서 뭐 눌러보다가 나이 제한이 걸렸어요.. 그래서 신분증 업로드 하고 20일 째 기다리고 있는데 아직도 계정이 안 풀리네요,2021년 2월 26일,17,별표 5개 만점에 3개를 받았습니다.
2,김상엽,, 아니 폰바꿔서 로그인 할려햇더니 비번호 틀리다고 코드준다는데 이코드는 왜안오는거임? 기존폰은 페북잘되는데... 이글을 쓴지 한달넘엇는데 아직도 로그인안되고 코드도 안오고 업데이트는 꾸준히 나오는데... 언제쯤 로그인이될지...ㅠ,2021년 2월 24일,52,별표 5개 만점에 1개를 받았습니다.
3,히르노시,," 안녕하세요? 본론 부터 말하자면, 로그인 할때 검색으로 계정을 찾는기능이 있었으면 좋겠습니다. 검색으로 하고 전화번호나 비밀번호가 일치하면 그 계정이 되는걸로요. 악용도 아니고 제가 ㅊㅐㅌㅣ 라는 앱을 하는데요,페이스북으로 로그인했는데 그 로그인한 폰이 고장나서 여기로 하려했지만,계정을 못 찾겠어서 그 앱을 못 사용하고있습니다...페이스북 계정 이름은 시분 입니다 프사는 어떤 남자 캐릭터가 울고있는? 그런 프산데 찾아주셨음 합니다ㅠㅠ 인증코드로 할려해도,화면이 나갔는데 어쩌라는건지ㅠㅠ 진짜 미치겠네요..",2021년 2월 17일,69,별표 5개 만점에 3개를 받았습니다.
4,율렌지,, 2년전인가 3년전부터 제 전화번호로 로그인 된분이 있던데 근데그건 어쩔수가 없다치는데 저는 영문도 모르고 회원가입이 안되니 로그인을 했는데 다른분 이름이 뜨네요 그래요 그분이 아무번호나 쳤는데 재 전번이었다 칩시다 근데 자꾸 듀얼계정을 만들라네요? 페북 처음깔았는데 솔직히 아이디 같은시람이 세상에 한둘이 아니잖아요 그러니 그분이 제 전번을 알고핼다든지 제 이메일을 다 알고 했다든지 그게 좀 소름이네요 제발 자기인증좀 잘되게 해주세요. 그이고 지금은 그분이 거의 사용안하시길래 계정삭제했는데 1달 지났는대 계정 지워져있지도 않고 알고보...전체 리뷰2년전인가 3년전부터 제 전화번호로 로그인 된분이 있던데 근데그건 어쩔수가 없다치는데 저는 영문도 모르고 회원가입이 안되니 로그인을 했는데 다른분 이름이 뜨네요 그래요 그분이 아무번호나 쳤는데 재 전번이었다 칩시다 근데 자꾸 듀얼계정을 만들라네요? 페북 처음깔았는데 솔직히 아이디 같은시람이 세상에 한둘이 아니잖아요 그러니 그분이 제 전번을 알고핼다든지 제 이메일을 다 알고 했다든지 그게 좀 소름이네요 제발 자기인증좀 잘되게 해주세요. 그이고 지금은 그분이 거의 사용안하시길래 계정삭제했는데 1달 지났는대 계정 지워져있지도 않고 알고보니 제 전번으로 계정하나 더있던데 그건 제계정 맞는것같아서 로그인하려니 영어가 주구장창 떠서 알아보지도 못하겠고 물론 애초애 외국에사 만든것같은데 그래도 글로벌앱인데 솔직히 한국어 정도는 지원을 해줘야하지않나요? 물론 지원 되는기도 하는데 제계정 맞는것같은걸로 로그인 하려니 아예 로딩만 하고있네요. 계정찾기해도 로딩만 되고 몇번 깔았다 지웠는데 걍 안깔게요,2021년 2월 23일,44,별표 5개 만점에 1개를 받았습니다.
5,j j,," 최악입니다. 원래있던 계정이 갑자기 로그인이 안되고 (아이디 비번 모두 맞음) 오류가 난건지 같은 아이디로 회원가입이 또 됩니다ㅋㅋㅋㅋㅋ 결국 원래 계정은 들어가지도 못하는 상태가 됐고요. 그 계정을 없애고 싶어도 못없앱니다. 개인 고객센터도 없는데다가 계정에 엑세스할 수 없다고 하면 그냥 아이디 비번찾기 하라는게 끝.. 아니 아이디가 걍 없어졌다고요 그 아이디로 다시 회원가입이 됐다니까요?ㅋㅋㅋㅋㅋ 계정은 멀쩡해서 더 화나요 차라리 해킹이었음 신고라도 하지... 그 계정 삭제라도 하고싶어서 사칭, 해킹 등등 신고할 수 있는거로 다...전체 리뷰최악입니다. 원래있던 계정이 갑자기 로그인이 안되고 (아이디 비번 모두 맞음) 오류가 난건지 같은 아이디로 회원가입이 또 됩니다ㅋㅋㅋㅋㅋ 결국 원래 계정은 들어가지도 못하는 상태가 됐고요. 그 계정을 없애고 싶어도 못없앱니다. 개인 고객센터도 없는데다가 계정에 엑세스할 수 없다고 하면 그냥 아이디 비번찾기 하라는게 끝.. 아니 아이디가 걍 없어졌다고요 그 아이디로 다시 회원가입이 됐다니까요?ㅋㅋㅋㅋㅋ 계정은 멀쩡해서 더 화나요 차라리 해킹이었음 신고라도 하지... 그 계정 삭제라도 하고싶어서 사칭, 해킹 등등 신고할 수 있는거로 다 해봤지만 답변은 맨날 똑같이 문제 없는 계정이라고 오고.. 최악.. 게다가 개인정보는 어떻게 보관하는지 주변 친구들도 다 해킹당했다고 하네요ㅋㅋㅋ 저도 원래 계정 찾으려고 새로 판 계정 바로 성매매 계정으로 해킹당해서 바로 지우고 한달뒤에 새로 회원가입 또 했습니다^^ 앱 관리좀 잘 해주세요 ㅠ",2021년 2월 10일,94,별표 5개 만점에 1개를 받았습니다.
6,너무추워요,, 구글 비밀번호 관리자로 맞는 비밀번호를 찾아도 로그인이 안되는데 이게 무슨 일인가요 빠른 수정 바랍니다. 진짜 어플 너무 최악입니다 고객센터 전화도 없는 ㅠ.,2021년 2월 19일,3,별표 5개 만점에 1개를 받았습니다.
7,아로하,, 업데이트가 안되서 삭제하고 다시 깔았는데 인터넷 연결을 확인하라면서 왜 로그인이 안된다고 뜨나요? 인터넷 연결은 잘 되고 있는데 말입니다 빠른 답변 부탁드립니다 그거만 빼면 다 좋아요,2021년 2월 24일,2,별표 5개 만점에 3개를 받았습니다.
8,박은빈,, 안녕하세요.페이스북 유저입니다 자꾸 스토리에 사진을 올리게되면 화질이 깨져서 올라가네요ㅠㅠ 해결좀 부탁드릴께요.. 다른 사람 휴대폰으로 봐도 깨진 화질 그대로 올라가더라구요..,2021년 2월 24일,1,별표 5개 만점에 4개를 받았습니다.
9,심심말리{boring_marlly},, 제가 쓰던 계정의 생일을 바꿨는데 비활성화가 됐더라고요.다른계정으로 바꿀려고 시도했지만 전화번호를 올바르게 입력하라고 하지 않나 비밀번호가 잘못되었다고 하지 않나 도대체 어느 장단에 맞춰야 하죠? 아니 제가 뭘 잘못했길래 비활성화한다고 30일이나 기다려라고 해요... 이거 때문에 다른기기에 있던 페북 계정도 다 안되고 물론 페메도 안되죠...그래도 30일 기다려 볼게여 생일 잘못 입력했다고ㅠㅠㅠㅠ 애들이랑 대화도 못하네여 바꿔주세여ㅠㅠㅠㅠ,2021년 2월 21일,27,별표 5개 만점에 1개를 받았습니다.
